"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","_setTime_","_parseTime_","_duration_","comment","__ATR Length","__Supertrend Factor","__ATR Buffer Multiplier","__Fixed Hard Stop Distance (points)","__Use UTC Time (off=Exchange Time)","__Inputs in status line"
2331,0.24,-22248,-2.22,-6290,-0.63,-15958,-1.6,39933,3.99,23151,2.32,16782,1.68,62181,6.22,29441,2.94,32740,3.27,0,0,0,199214.94,19.92,8028,0.8,28617,2.85,1,1,1,114,56,58,1,1,0,32,18,14,82,38,44,28.07,32.14,24.14,-195.16,-0.18,-112.32,-0.09,-275.14,-0.26,1247.91,1.21,1286.17,1.26,1198.71,1.14,758.3,0.72,774.76,0.73,744.09,0.71,1.646,1.66,1.611,4724,4724,3329.5,4.83,4.83,3.11,2903,1951,2903,2.72,1.83,2.72,57,56,59,105,100,111,38,35,42,-0.216,-0.275,0.642,0.786,0.513,0,0,0,1.4,3.4,4.8,"Changed all parameters randomly.",14,4.3,4,400,true,true
2790.5,0.28,-18065,-1.81,-5648.5,-0.56,-12416.5,-1.24,33083.5,3.31,15937.5,1.59,17146,1.71,51148.5,5.11,21586,2.16,29562.5,2.96,0,0,0,197401.2,19.74,7572.5,0.77,25569,2.55,1,1,1,76,37,39,1,1,0,22,10,12,54,27,27,28.95,27.03,30.77,-237.7,-0.23,-152.66,-0.13,-318.37,-0.32,1503.8,1.45,1593.75,1.55,1428.83,1.36,947.19,0.91,799.48,0.75,1094.91,1.06,1.588,1.993,1.305,4683,4683,3329.5,4.74,4.74,3.11,3161.5,2293,3161.5,2.95,2.16,2.95,84,88,79,158,160,156,53,62,45,-0.181,-0.242,0.647,0.738,0.58,0,0,0,1.3,3.4,4.7,"Changed all parameters randomly.",17,6,5,400,true,true
0,0,-17474,-1.75,-8620,-0.86,-8854,-0.89,10265.5,1.03,4531.5,0.45,5734,0.57,27739.5,2.77,13151.5,1.32,14588,1.46,0,0,0,190504.6,19.05,5796.5,0.59,20193.5,2.02,1,1,1,66,32,34,0,0,0,8,3,5,58,29,29,12.12,9.38,14.71,-264.76,-0.26,-269.37,-0.26,-260.41,-0.26,1283.19,1.21,1510.5,1.43,1146.8,1.08,478.27,0.46,453.5,0.43,503.03,0.49,2.683,3.331,2.28,2782,2423,2782,2.68,2.24,2.68,1287.5,1287.5,887.5,1.17,1.17,0.85,41,45,37,141,142,141,27,34,19,-0.422,-0.483,0.37,0.345,0.393,0,0,0,0.5,3.3,3.8,"Changed ""ATR Buffer Multiplier"": 5 => 2.",17,6,2,400,true,true
2895.5,0.29,-9596.5,-0.96,-1666,-0.17,-7930.5,-0.79,28236.5,2.82,15236.5,1.52,13000,1.3,37833,3.78,16902.5,1.69,20930.5,2.09,0,0,0,191589.95,19.16,8013,0.81,18031,1.8,1,1,1,71,36,35,1,1,0,16,9,7,55,27,28,22.54,25,20,-135.16,-0.13,-46.28,-0.04,-226.59,-0.22,1764.78,1.69,1692.94,1.63,1857.14,1.78,687.87,0.66,626.02,0.59,747.52,0.72,2.566,2.704,2.484,4429.5,4429.5,2661.5,4.47,4.47,2.56,1884,1441,1884,1.74,1.37,1.74,63,65,62,166,173,157,34,30,38,-0.115,-0.179,0.746,0.901,0.621,0,0,0,0.5,3.9,4.4,"Changed ""ATR Buffer Multiplier"": 2 => 3.",17,6,3,400,true,true
0,0,-17474,-1.75,-8620,-0.86,-8854,-0.89,10265.5,1.03,4531.5,0.45,5734,0.57,27739.5,2.77,13151.5,1.32,14588,1.46,0,0,0,190452.23,19.05,5796.5,0.59,20193.5,2.02,1,1,1,66,32,34,0,0,0,8,3,5,58,29,29,12.12,9.38,14.71,-264.76,-0.26,-269.37,-0.26,-260.41,-0.26,1283.19,1.21,1510.5,1.43,1146.8,1.08,478.27,0.46,453.5,0.43,503.03,0.49,2.683,3.331,2.28,2782,2423,2782,2.68,2.24,2.68,1287.5,1287.5,887.5,1.17,1.17,0.85,41,45,37,141,142,141,27,34,19,-0.422,-0.483,0.37,0.345,0.393,0,0,0,1.6,4,5.7,"Changed ""ATR Buffer Multiplier"": 3 => 2.",17,6,2,400,true,true
4986,0.49,13088.5,1.31,10811,1.08,2277.5,0.23,29502,2.95,20297,2.03,9205,0.92,16413.5,1.64,9486,0.95,6927.5,0.69,0,0,0,188466.26,18.85,18372.5,1.8,5549.5,0.55,1,1,1,41,22,19,1,1,0,9,5,4,32,17,15,21.95,22.73,21.05,319.23,0.32,491.41,0.51,119.87,0.1,3278,3.19,4059.4,4.03,2301.25,2.13,512.92,0.49,558,0.53,461.83,0.44,6.391,7.275,4.983,6758,6758,5021,6.98,6.98,4.61,950,950,845.5,0.91,0.91,0.82,56,64,46,158,169,145,27,33,19,0.129,0.429,1.797,2.14,1.329,0,0,0,0.6,3.3,3.9,"Changed ""Supertrend Factor"": 6 => 8.",17,8,2,400,true,true
2790,0.28,-6448,-0.64,4880,0.49,-11328,-1.13,37628.5,3.76,25480,2.55,12148.5,1.21,44076.5,4.41,20600,2.06,23476.5,2.35,0,0,0,195576.02,19.56,11069,1.11,19072.5,1.9,1,1,1,65,35,30,1,1,0,21,12,9,44,23,21,32.31,34.29,30,-99.2,-0.09,139.43,0.16,-377.6,-0.37,1791.83,1.73,2123.33,2.07,1349.83,1.28,1001.74,0.95,895.65,0.84,1117.93,1.07,1.789,2.371,1.207,6340.5,6340.5,3748.5,6.3,6.3,3.48,2149.5,1925.5,2149.5,2.06,1.83,2.06,93,99,86,169,173,164,57,60,53,-0.062,-0.101,0.854,1.237,0.517,0,0,0,1.8,3.4,5.2,"Changed all parameters randomly.",19,6.6,5,400,true,true
2791,0.28,-4124,-0.41,5782,0.58,-9906,-0.99,37409,3.74,25637,2.56,11772,1.18,41533,4.15,19855,1.99,21678,2.17,0,0,0,195586.54,19.56,10300,1.03,15979.5,1.59,1,1,1,63,34,29,1,1,0,22,12,10,41,22,19,34.92,35.29,34.48,-65.46,-0.05,170.06,0.19,-341.59,-0.34,1700.41,1.64,2136.42,2.08,1177.2,1.11,1013,0.96,902.5,0.85,1140.95,1.1,1.679,2.367,1.032,6340.5,6340.5,2484,6.3,6.3,2.3,2095.5,1925.5,2095.5,2.05,1.83,2.05,96,102,89,166,173,157,59,63,53,-0.043,-0.071,0.901,1.291,0.543,0,0,0,0.6,3.5,4,"Changed ""ATR Length"": 19 => 16.",16,6.6,5,400,true,true
2793,0.28,-3837,-0.38,5688.5,0.57,-9525.5,-0.95,37194,3.72,25480,2.55,11714,1.17,41031,4.1,19791.5,1.98,21239.5,2.12,0,0,0,195607.58,19.56,11069,1.11,16461.5,1.64,1,1,1,63,34,29,1,1,0,22,12,10,41,22,19,34.92,35.29,34.48,-60.9,-0.05,167.31,0.18,-328.47,-0.32,1690.64,1.63,2123.33,2.07,1171.4,1.11,1000.76,0.95,899.61,0.84,1117.87,1.08,1.689,2.36,1.048,6340.5,6340.5,2484,6.3,6.3,2.3,2095.5,1925.5,2095.5,2.05,1.83,2.05,96,102,90,166,173,157,59,63,54,-0.041,-0.068,0.906,1.287,0.552,0,0,0,0.5,3.3,3.9,"Changed ""ATR Length"": 16 => 18.",18,6.6,5,400,true,true
2687.5,0.28,-24430,-2.44,-8300.5,-0.83,-16129.5,-1.61,29253.5,2.93,14134.5,1.41,15119,1.51,53683.5,5.37,22435,2.24,31248.5,3.12,0,0,0,195607.58,19.56,6986,0.69,29454.5,2.93,1,1,1,87,41,46,1,1,0,24,14,10,63,27,36,27.59,34.15,21.74,-280.8,-0.26,-202.45,-0.18,-350.64,-0.34,1218.9,1.18,1009.61,0.99,1511.9,1.44,852.12,0.81,830.93,0.78,868.01,0.83,1.43,1.215,1.742,4097.5,4097.5,3748.5,4.12,4.12,3.48,1944,1695.5,1944,1.87,1.61,1.87,68,71,66,135,126,149,42,42,43,-0.265,-0.333,0.545,0.63,0.484,0,0,0,1.4,3.4,4.8,"Changed all parameters randomly.",14,5.3,4,400,true,true
4794.5,0.48,7838.5,0.78,8915.5,0.89,-1077,-0.11,33796,3.38,22563.5,2.26,11232.5,1.12,25957.5,2.6,13648,1.36,12309.5,1.23,0,0,0,187875.55,18.79,14348,1.42,8289.5,0.82,1,1,1,50,26,24,1,1,0,11,6,5,39,20,19,22,23.08,20.83,156.77,0.16,342.9,0.37,-44.87,-0.06,3072.36,2.98,3760.58,3.73,2246.5,2.08,665.58,0.63,682.4,0.64,647.87,0.62,4.616,5.511,3.468,6591.5,6591.5,4412,6.66,6.66,4.08,1591.5,1591.5,1248,1.52,1.52,1.19,74,80,69,168,162,175,48,55,41,0.073,0.191,1.302,1.653,0.913,0,0,0,1.4,3.4,4.8,"Changed all parameters randomly.",16,7.4,3,400,true,true
2975.5,0.3,-14943,-1.49,-5549.5,-0.55,-9393.5,-0.94,27807,2.78,12738,1.27,15069,1.51,42750,4.28,18287.5,1.83,24462.5,2.45,0,0,0,192686.25,19.27,8167,0.83,21586.5,2.15,1,1,1,79,37,42,1,1,0,18,10,8,61,27,34,22.78,27.03,19.05,-189.15,-0.18,-149.99,-0.13,-223.65,-0.22,1544.83,1.48,1273.8,1.23,1883.63,1.8,700.82,0.67,677.31,0.64,719.49,0.69,2.204,1.881,2.618,4294.5,4294.5,3748.5,4.33,4.33,3.48,1727,1727,1445.5,1.61,1.61,1.33,62,64,61,153,149,159,36,33,38,-0.168,-0.23,0.65,0.697,0.616,0,0,0,0.5,3.4,3.9,"Changed ""Supertrend Factor"": 7.4 => 5.4.",16,5.4,3,400,true,true
4976.5,0.49,15952.5,1.6,13056.5,1.31,2896,0.29,32171,3.22,21195,2.12,10976,1.1,16218.5,1.62,8138.5,0.81,8080,0.81,0,0,0,187640.42,18.76,22162,2.17,4461,0.44,1,1,1,46,24,22,1,1,0,13,7,6,33,17,16,28.26,29.17,27.27,346.79,0.34,544.02,0.56,131.64,0.11,2474.69,2.4,3027.86,3.01,1829.33,1.69,491.47,0.47,478.74,0.45,505,0.49,5.035,6.325,3.622,6622.5,6622.5,4811,6.88,6.88,4.43,1362,1362,1248,1.29,1.29,1.19,66,67,65,137,129,147,37,41,34,0.146,0.539,1.984,2.604,1.358,0,0,0,2.2,3.9,6.2,"Changed all parameters randomly.",17,7.3,2,400,true,true
4772,0.47,15916,1.59,12771.5,1.28,3144.5,0.31,31923,3.19,21095.5,2.11,10827.5,1.08,16007,1.6,8324,0.83,7683,0.77,0,0,0,187640.42,18.76,21921,2.15,4075.5,0.4,1,1,1,46,24,22,1,1,0,13,7,6,33,17,16,28.26,29.17,27.27,346,0.34,532.15,0.55,142.93,0.12,2455.62,2.39,3013.64,3,1804.58,1.67,485.06,0.46,489.65,0.46,480.19,0.46,5.062,6.155,3.758,6622.5,6622.5,4811,6.88,6.88,4.43,1362,1362,1248,1.29,1.29,1.19,65,67,64,138,130,147,37,41,32,0.145,0.548,1.994,2.534,1.409,0,0,0,0.5,3.4,3.9,"Changed ""ATR Length"": 17 => 15.",15,7.3,2,400,true,true
4897,0.48,17505,1.75,14051,1.41,3454,0.35,32610.5,3.26,21832.5,2.18,10778,1.08,15105.5,1.51,7781.5,0.78,7324,0.73,0,0,0,184791.44,18.48,23248.5,2.27,4822,0.47,1,1,1,42,22,20,1,1,0,11,6,5,31,16,15,26.19,27.27,25,416.79,0.41,638.68,0.65,172.7,0.15,2964.59,2.88,3638.75,3.62,2155.6,2,487.27,0.46,486.34,0.46,488.27,0.47,6.084,7.482,4.415,6758,6758,4811,6.88,6.88,4.43,1362,1362,686,1.29,1.29,0.66,71,70,71,162,160,163,39,37,41,0.161,0.592,2.159,2.806,1.472,0,0,0,0.9,3.4,4.3,"Changed ""ATR Length"": 15 => 20.",20,7.3,2,400,true,true
2584.5,0.26,-15029.5,-1.5,-4649,-0.46,-10380.5,-1.04,30615,3.06,15638,1.56,14977,1.5,45644.5,4.56,20287,2.03,25357.5,2.54,0,0,0,194524.2,19.45,8955.5,0.89,25053.5,2.49,1,1,1,88,42,46,1,1,0,23,12,11,65,30,35,26.14,28.57,23.91,-170.79,-0.16,-110.69,-0.09,-225.66,-0.22,1331.09,1.28,1303.17,1.27,1361.55,1.29,702.22,0.67,676.23,0.64,724.5,0.7,1.896,1.927,1.879,4294.5,4294.5,3748.5,4.33,4.33,3.48,1680,1680,1647.5,1.52,1.52,1.52,58,57,60,132,126,137,32,29,35,-0.176,-0.234,0.671,0.771,0.591,0,0,0,1.4,3.5,5,"Changed all parameters randomly.",16,5,3,400,true,true
2840,0.28,12009.5,1.2,11669.5,1.17,340,0.03,43155.5,4.32,27068.5,2.71,16087,1.61,31146,3.11,15399,1.54,15747,1.57,0,0,0,191008.1,19.1,16136,1.59,8460,0.84,1,1,1,59,31,28,1,1,0,21,11,10,38,20,18,35.59,35.48,35.71,203.55,0.21,376.44,0.39,12.14,0.01,2055.02,1.99,2460.77,2.41,1608.7,1.53,819.63,0.78,769.95,0.72,874.83,0.84,2.507,3.196,1.839,6340.5,6340.5,2624,6.54,6.54,2.43,1925.5,1925.5,1649,1.83,1.83,1.61,90,95,85,170,173,166,47,52,41,0.091,0.194,1.386,1.758,1.022,0,0,0,1.8,3.4,5.3,"Changed all parameters randomly.",19,6.8,4,398,true,true
2921.5,0.3,-14943,-1.49,-5549.5,-0.55,-9393.5,-0.94,27807,2.78,12738,1.27,15069,1.51,42750,4.28,18287.5,1.83,24462.5,2.45,0,0,0,192119.61,19.21,8167,0.83,21586.5,2.15,1,1,1,79,37,42,1,1,0,18,10,8,61,27,34,22.78,27.03,19.05,-189.15,-0.18,-149.99,-0.13,-223.65,-0.22,1544.83,1.48,1273.8,1.23,1883.63,1.8,700.82,0.67,677.31,0.64,719.49,0.69,2.204,1.881,2.618,4294.5,4294.5,3748.5,4.33,4.33,3.48,1727,1727,1445.5,1.61,1.61,1.33,62,64,61,153,149,159,36,33,38,-0.168,-0.231,0.65,0.697,0.616,0,0,0,1.3,3.5,4.8,"Changed all parameters randomly.",16,5.4,3,398,true,true
2957.5,0.3,-15157.5,-1.52,-5701.5,-0.57,-9456,-0.95,28309.5,2.83,12776.5,1.28,15533,1.55,43467,4.35,18478,1.85,24989,2.5,0,0,0,192497.37,19.25,8239.5,0.83,23357.5,2.33,1,1,1,79,37,42,1,1,0,19,11,8,60,26,34,24.05,29.73,19.05,-191.87,-0.18,-154.09,-0.14,-225.14,-0.22,1489.97,1.43,1161.5,1.12,1941.63,1.85,724.45,0.69,710.69,0.67,734.97,0.7,2.057,1.634,2.642,4294.5,4294.5,3748.5,4.33,4.33,3.48,1727,1727,1445.5,1.61,1.61,1.33,62,67,58,150,144,158,35,34,35,-0.169,-0.233,0.651,0.691,0.622,0,0,0,0.5,3.4,4,"Changed ""ATR Length"": 16 => 14.",14,5.4,3,398,true,true
4975,0.49,15301.5,1.53,13591.5,1.36,1710,0.17,30441,3.04,21654.5,2.17,8786.5,0.88,15139.5,1.51,8063,0.81,7076.5,0.71,0,0,0,186769,18.68,20951,2.05,4879.5,0.48,1,1,1,41,22,19,1,1,0,9,6,3,32,16,16,21.95,27.27,15.79,373.21,0.37,617.8,0.63,90,0.07,3382.33,3.3,3609.08,3.59,2928.83,2.72,473.11,0.45,503.94,0.48,442.28,0.42,7.149,7.162,6.622,6758,6758,4889,6.88,6.88,4.5,1362,1362,724,1.29,1.29,0.69,63,70,56,161,160,163,36,36,36,0.143,0.532,2.011,2.686,1.242,0,0,0,1.7,3.4,5.2,"Changed all parameters randomly.",19,7.5,2,400,true,true
4769.5,0.47,18535.5,1.85,15500.5,1.55,3035,0.3,33725,3.37,22625.5,2.26,11099.5,1.11,15189.5,1.52,7125,0.71,8064.5,0.81,0,0,0,187614.29,18.76,24635.5,2.41,3656,0.36,1,1,1,48,24,24,1,1,0,13,8,5,35,16,19,27.08,33.33,20.83,386.16,0.38,645.85,0.66,126.46,0.11,2594.23,2.53,2828.19,2.82,2219.9,2.06,433.99,0.41,445.31,0.42,424.45,0.41,5.978,6.351,5.23,6591.5,6591.5,4811,6.33,6.33,4.43,836.5,646,836.5,0.81,0.6,0.81,66,78,54,144,141,148,37,46,30,0.172,0.679,2.22,3.176,1.376,0,0,0,3.7,3.4,7.1,"Changed ""ATR Buffer Multiplier"": 1.5 => 2.",16,6.8,2,398,true,true
2651,0.27,-22512.5,-2.25,-9486.5,-0.95,-13026,-1.3,34844,3.48,17229.5,1.72,17614.5,1.76,57356.5,5.74,26716,2.67,30640.5,3.06,0,0,0,195223.66,19.52,8395,0.83,29216.5,2.9,1,1,1,111,54,57,1,1,0,28,16,12,83,38,45,25.23,29.63,21.05,-202.82,-0.19,-175.68,-0.15,-228.53,-0.22,1244.43,1.2,1076.84,1.05,1467.88,1.4,691.04,0.66,703.05,0.66,680.9,0.65,1.801,1.532,2.156,3836.5,3836.5,3748.5,3.89,3.89,3.48,1660,1536.5,1660,1.6,1.44,1.6,51,50,52,112,102,126,30,28,33,-0.245,-0.3,0.607,0.645,0.575,0,0,0,1.4,3.5,4.9,"Changed all parameters randomly.",18,4.3,3,398,true,true
2901,0.29,5603,0.56,12845,1.28,-7242,-0.72,35721.5,3.57,26631.5,2.66,9090,0.91,30118.5,3.01,13786.5,1.38,16332,1.63,0,0,0,191647.61,19.16,13133.5,1.3,10658,1.06,1,1,1,64,34,30,1,1,0,18,12,6,46,22,24,28.13,35.29,20,87.55,0.09,377.79,0.38,-241.4,-0.23,1984.53,1.92,2219.29,2.16,1515,1.44,654.75,0.62,626.66,0.59,680.5,0.65,3.031,3.541,2.226,6340.5,6340.5,3016,6.3,6.3,2.9,1441,1441,1162,1.37,1.37,1.11,73,81,64,157,163,145,40,36,44,0.043,0.091,1.186,1.932,0.557,0,0,0,0.5,3.5,4,"Changed ""Supertrend Factor"": 4.3 => 6.2.",18,6.2,3,398,true,true
2916,0.29,-459,-0.05,7853,0.79,-8312,-0.83,31787,3.18,22554,2.26,9233,0.92,32246,3.22,14701,1.47,17545,1.75,0,0,0,191804.86,19.18,8938,0.89,10745.5,1.07,1,1,1,64,34,30,1,1,0,18,12,6,46,22,24,28.13,35.29,20,-7.17,0,230.97,0.23,-277.07,-0.27,1765.94,1.7,1879.5,1.82,1538.83,1.46,701,0.67,668.23,0.63,731.04,0.7,2.519,2.813,2.105,5537.5,5537.5,2625,5.26,5.26,2.53,1582,1468,1582,1.56,1.4,1.56,72,80,64,159,166,145,38,33,43,-0.014,-0.027,0.986,1.534,0.526,0,0,0,0.6,3.4,4,"Changed ""ATR Length"": 18 => 16.",16,6.2,3,398,true,true
4524,0.45,9704,0.97,10475.5,1.05,-771.5,-0.08,37179.5,3.72,25177.5,2.52,12002,1.2,27475.5,2.75,14702,1.47,12773.5,1.28,0,0,0,190556.97,19.06,16258,1.6,7779.5,0.77,1,1,1,50,28,22,1,1,0,17,11,6,33,17,16,34,39.29,27.27,194.08,0.19,374.13,0.39,-35.07,-0.05,2187.03,2.11,2288.86,2.25,2000.33,1.86,832.59,0.79,864.82,0.81,798.34,0.77,2.627,2.647,2.506,6340.5,6340.5,4412,6.35,6.35,4.08,1576.5,1576.5,1268,1.49,1.49,1.21,94,107,78,177,173,184,52,65,38,0.089,0.216,1.353,1.713,0.94,0,0,0,2.2,3.4,5.6,"Changed all parameters randomly.",14,7.8,4,398,true,true
2905.5,0.29,-459,-0.05,7853,0.79,-8312,-0.83,31787,3.18,22554,2.26,9233,0.92,32246,3.22,14701,1.47,17545,1.75,0,0,0,191694.78,19.17,8938,0.89,10745.5,1.07,1,1,1,64,34,30,1,1,0,18,12,6,46,22,24,28.13,35.29,20,-7.17,0,230.97,0.23,-277.07,-0.27,1765.94,1.7,1879.5,1.82,1538.83,1.46,701,0.67,668.23,0.63,731.04,0.7,2.519,2.813,2.105,5537.5,5537.5,2625,5.26,5.26,2.53,1582,1468,1582,1.56,1.4,1.56,72,80,64,159,166,145,38,33,43,-0.014,-0.027,0.986,1.534,0.526,0,0,0,3.2,3.4,6.5,"Changed all parameters randomly.",16,6.2,3,400,true,true
2353,0.24,-24597,-2.46,-7236,-0.72,-17361,-1.74,33070.5,3.31,17626.5,1.76,15444,1.54,57667.5,5.77,24862.5,2.49,32805,3.28,0,0,0,197438.07,19.74,8352.5,0.83,31718,3.15,1,1,1,98,48,50,1,1,0,28,15,13,70,33,37,28.57,31.25,26,-250.99,-0.23,-150.75,-0.13,-347.22,-0.34,1181.09,1.15,1175.1,1.16,1188,1.13,823.82,0.78,753.41,0.71,886.62,0.85,1.434,1.56,1.34,5785.5,5785.5,3329.5,5.92,5.92,3.11,2429.5,1945.5,2429.5,2.26,1.83,2.26,63,65,62,117,105,132,42,46,38,-0.26,-0.326,0.573,0.709,0.471,0,0,0,1.6,4,5.6,"Changed all parameters randomly.",18,4.8,4,399,true,true
2935,0.3,-9596.5,-0.96,-1666,-0.17,-7930.5,-0.79,28236.5,2.82,15236.5,1.52,13000,1.3,37833,3.78,16902.5,1.69,20930.5,2.09,0,0,0,192004.05,19.2,8013,0.81,18031,1.8,1,1,1,71,36,35,1,1,0,16,9,7,55,27,28,22.54,25,20,-135.16,-0.13,-46.28,-0.04,-226.59,-0.22,1764.78,1.69,1692.94,1.63,1857.14,1.78,687.87,0.66,626.02,0.59,747.52,0.72,2.566,2.704,2.484,4429.5,4429.5,2661.5,4.47,4.47,2.56,1884,1441,1884,1.74,1.37,1.74,63,65,62,166,173,157,34,30,38,-0.114,-0.178,0.746,0.901,0.621,0,0,0,3.6,3.4,7.1,"Changed all parameters randomly.",17,6,3,398,true,true
3157.5,0.32,-7192.5,-0.72,2317.5,0.23,-9510,-0.95,29632.5,2.96,19176.5,1.92,10456,1.05,36825,3.68,16859,1.69,19966,2,0,0,0,194640.71,19.46,7211.5,0.72,14550.5,1.45,1,1,1,69,35,34,1,1,0,15,9,6,54,26,28,21.74,25.71,17.65,-104.24,-0.1,66.21,0.07,-279.71,-0.27,1975.5,1.9,2130.72,2.04,1742.67,1.68,681.94,0.65,648.42,0.61,713.07,0.69,2.897,3.286,2.444,5537.5,5537.5,2628,5.26,5.26,2.53,1671,1671,1582,1.59,1.59,1.56,66,69,63,164,177,145,39,32,45,-0.078,-0.133,0.805,1.137,0.524,0,0,0,1,3.5,4.6,"Changed ""ATR Length"": 17 => 14.",14,6,3,398,true,true
4895.5,0.49,3370,0.34,7116.5,0.71,-3746.5,-0.37,38076,3.81,25593,2.56,12483,1.25,34706,3.47,18476.5,1.85,16229.5,1.62,0,0,0,196678.9,19.67,12088.5,1.2,11068,1.1,1,1,1,55,31,24,1,1,0,17,9,8,38,22,16,30.91,29.03,33.33,61.27,0.07,229.56,0.25,-156.1,-0.16,2239.76,2.16,2843.67,2.79,1560.38,1.46,913.32,0.87,839.84,0.79,1014.34,0.98,2.452,3.386,1.538,6340.5,6340.5,2577,6.54,6.54,2.4,2520.5,2520.5,1901,2.39,2.39,1.85,99,105,92,176,186,165,65,72,56,0.036,0.068,1.097,1.385,0.769,0,0,0,1.6,3.4,5,"Changed all parameters randomly.",16,7.5,5,398,true,true
4874,0.48,5652.5,0.57,9449,0.94,-3796.5,-0.38,40510.5,4.05,26999,2.7,13511.5,1.35,34858,3.49,17550,1.76,17308,1.73,0,0,0,196453.3,19.65,14068.5,1.39,10293,1.02,1,1,1,57,31,26,1,1,0,19,10,9,38,21,17,33.33,32.26,34.62,99.17,0.1,304.81,0.32,-146.02,-0.15,2132.13,2.06,2699.9,2.64,1501.28,1.4,917.32,0.87,835.71,0.79,1018.12,0.98,2.324,3.231,1.475,6317.5,6317.5,2577,6.54,6.54,2.4,2255,2255,1901,2.14,2.14,1.85,98,105,89,178,185,169,58,67,47,0.053,0.103,1.162,1.538,0.781,0,0,0,0.6,3.4,4.1,"Changed ""ATR Length"": 16 => 18.",18,7.5,5,398,true,true
3255.5,0.33,-13136.5,-1.31,-4562,-0.46,-8574.5,-0.86,17920.5,1.79,9019.5,0.9,8901,0.89,31057,3.11,13581.5,1.36,17475.5,1.75,0,0,0,195364.08,19.54,7156,0.71,20420,2.03,1,1,1,80,37,43,1,1,0,15,7,8,65,30,35,18.75,18.92,18.6,-164.21,-0.15,-123.3,-0.11,-199.41,-0.19,1194.7,1.16,1288.5,1.26,1112.63,1.08,477.8,0.46,452.72,0.43,499.3,0.48,2.5,2.846,2.228,4429.5,4429.5,2264.5,4.47,4.47,2.35,1410.5,1410.5,1036.5,1.28,1.28,1,46,50,42,129,145,115,27,28,26,-0.181,-0.273,0.577,0.664,0.509,0,0,0,1.8,3.3,5.2,"Changed all parameters randomly.",16,5.3,2,400,true,true
4099,0.42,-12943.5,-1.29,-3198.5,-0.32,-9745,-0.97,20582.5,2.06,11480.5,1.15,9102,0.91,33526,3.35,14679,1.47,18847,1.88,0,0,0,204207.1,20.42,8469,0.85,22325.5,2.22,1,1,1,81,39,42,1,1,0,16,8,8,65,31,34,19.75,20.51,19.05,-159.8,-0.15,-82.01,-0.07,-232.02,-0.22,1286.41,1.25,1435.06,1.39,1137.75,1.1,515.78,0.49,473.52,0.45,554.32,0.53,2.494,3.031,2.053,4429.5,4429.5,2918.5,4.47,4.47,2.81,1410.5,1410.5,1036.5,1.28,1.28,1,47,50,43,145,153,136,23,24,22,-0.153,-0.237,0.614,0.782,0.483,0,0,0,2.8,3.5,6.3,"Changed ""ATR Length"": 16 => 14.",14,5.3,2,400,true,true
